split,image,label,source_dataset,source_split,source_image,source_label,box_count,has_objects
train,data/yolo/ad_surface_v3_finetune/images/train/253.png,data/yolo/ad_surface_v3_finetune/labels/train/253.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/253.png,data/yolo/ad_surface_v2/labels/train/253.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/254.png,data/yolo/ad_surface_v3_finetune/labels/train/254.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/254.png,data/yolo/ad_surface_v2/labels/train/254.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/255.png,data/yolo/ad_surface_v3_finetune/labels/train/255.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/255.png,data/yolo/ad_surface_v2/labels/train/255.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/257.png,data/yolo/ad_surface_v3_finetune/labels/train/257.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/257.png,data/yolo/ad_surface_v2/labels/train/257.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/258.png,data/yolo/ad_surface_v3_finetune/labels/train/258.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/258.png,data/yolo/ad_surface_v2/labels/train/258.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/259.png,data/yolo/ad_surface_v3_finetune/labels/train/259.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/259.png,data/yolo/ad_surface_v2/labels/train/259.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/260.png,data/yolo/ad_surface_v3_finetune/labels/train/260.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/260.png,data/yolo/ad_surface_v2/labels/train/260.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/261.png,data/yolo/ad_surface_v3_finetune/labels/train/261.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/261.png,data/yolo/ad_surface_v2/labels/train/261.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/262.png,data/yolo/ad_surface_v3_finetune/labels/train/262.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/262.png,data/yolo/ad_surface_v2/labels/train/262.txt,5,1
train,data/yolo/ad_surface_v3_finetune/images/train/263.png,data/yolo/ad_surface_v3_finetune/labels/train/263.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/263.png,data/yolo/ad_surface_v2/labels/train/263.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/266.png,data/yolo/ad_surface_v3_finetune/labels/train/266.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/266.png,data/yolo/ad_surface_v2/labels/train/266.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/267.png,data/yolo/ad_surface_v3_finetune/labels/train/267.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/267.png,data/yolo/ad_surface_v2/labels/train/267.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/268.png,data/yolo/ad_surface_v3_finetune/labels/train/268.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/268.png,data/yolo/ad_surface_v2/labels/train/268.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/269.png,data/yolo/ad_surface_v3_finetune/labels/train/269.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/269.png,data/yolo/ad_surface_v2/labels/train/269.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/270.png,data/yolo/ad_surface_v3_finetune/labels/train/270.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/270.png,data/yolo/ad_surface_v2/labels/train/270.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/271.png,data/yolo/ad_surface_v3_finetune/labels/train/271.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/271.png,data/yolo/ad_surface_v2/labels/train/271.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/272.png,data/yolo/ad_surface_v3_finetune/labels/train/272.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/272.png,data/yolo/ad_surface_v2/labels/train/272.txt,6,1
train,data/yolo/ad_surface_v3_finetune/images/train/273.png,data/yolo/ad_surface_v3_finetune/labels/train/273.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/273.png,data/yolo/ad_surface_v2/labels/train/273.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/274.png,data/yolo/ad_surface_v3_finetune/labels/train/274.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/274.png,data/yolo/ad_surface_v2/labels/train/274.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/275.png,data/yolo/ad_surface_v3_finetune/labels/train/275.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/275.png,data/yolo/ad_surface_v2/labels/train/275.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/276.png,data/yolo/ad_surface_v3_finetune/labels/train/276.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/276.png,data/yolo/ad_surface_v2/labels/train/276.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/277.png,data/yolo/ad_surface_v3_finetune/labels/train/277.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/277.png,data/yolo/ad_surface_v2/labels/train/277.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/278.png,data/yolo/ad_surface_v3_finetune/labels/train/278.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/278.png,data/yolo/ad_surface_v2/labels/train/278.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/279.png,data/yolo/ad_surface_v3_finetune/labels/train/279.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/279.png,data/yolo/ad_surface_v2/labels/train/279.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/280.png,data/yolo/ad_surface_v3_finetune/labels/train/280.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/280.png,data/yolo/ad_surface_v2/labels/train/280.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/283.png,data/yolo/ad_surface_v3_finetune/labels/train/283.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/283.png,data/yolo/ad_surface_v2/labels/train/283.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/284.png,data/yolo/ad_surface_v3_finetune/labels/train/284.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/284.png,data/yolo/ad_surface_v2/labels/train/284.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/285.png,data/yolo/ad_surface_v3_finetune/labels/train/285.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/285.png,data/yolo/ad_surface_v2/labels/train/285.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/286.png,data/yolo/ad_surface_v3_finetune/labels/train/286.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/286.png,data/yolo/ad_surface_v2/labels/train/286.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/287.png,data/yolo/ad_surface_v3_finetune/labels/train/287.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/287.png,data/yolo/ad_surface_v2/labels/train/287.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/288.png,data/yolo/ad_surface_v3_finetune/labels/train/288.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/288.png,data/yolo/ad_surface_v2/labels/train/288.txt,5,1
train,data/yolo/ad_surface_v3_finetune/images/train/289.png,data/yolo/ad_surface_v3_finetune/labels/train/289.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/289.png,data/yolo/ad_surface_v2/labels/train/289.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/290.png,data/yolo/ad_surface_v3_finetune/labels/train/290.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/290.png,data/yolo/ad_surface_v2/labels/train/290.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/291.png,data/yolo/ad_surface_v3_finetune/labels/train/291.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/291.png,data/yolo/ad_surface_v2/labels/train/291.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/292.png,data/yolo/ad_surface_v3_finetune/labels/train/292.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/292.png,data/yolo/ad_surface_v2/labels/train/292.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/293.png,data/yolo/ad_surface_v3_finetune/labels/train/293.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/293.png,data/yolo/ad_surface_v2/labels/train/293.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/294.png,data/yolo/ad_surface_v3_finetune/labels/train/294.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/294.png,data/yolo/ad_surface_v2/labels/train/294.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/295.png,data/yolo/ad_surface_v3_finetune/labels/train/295.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/295.png,data/yolo/ad_surface_v2/labels/train/295.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/296.png,data/yolo/ad_surface_v3_finetune/labels/train/296.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/296.png,data/yolo/ad_surface_v2/labels/train/296.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/297.png,data/yolo/ad_surface_v3_finetune/labels/train/297.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/297.png,data/yolo/ad_surface_v2/labels/train/297.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/298.png,data/yolo/ad_surface_v3_finetune/labels/train/298.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/298.png,data/yolo/ad_surface_v2/labels/train/298.txt,6,1
train,data/yolo/ad_surface_v3_finetune/images/train/300.png,data/yolo/ad_surface_v3_finetune/labels/train/300.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/300.png,data/yolo/ad_surface_v2/labels/train/300.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/301.png,data/yolo/ad_surface_v3_finetune/labels/train/301.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/301.png,data/yolo/ad_surface_v2/labels/train/301.txt,5,1
train,data/yolo/ad_surface_v3_finetune/images/train/302.png,data/yolo/ad_surface_v3_finetune/labels/train/302.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/302.png,data/yolo/ad_surface_v2/labels/train/302.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/303.png,data/yolo/ad_surface_v3_finetune/labels/train/303.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/303.png,data/yolo/ad_surface_v2/labels/train/303.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/304.png,data/yolo/ad_surface_v3_finetune/labels/train/304.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/304.png,data/yolo/ad_surface_v2/labels/train/304.txt,10,1
train,data/yolo/ad_surface_v3_finetune/images/train/306.png,data/yolo/ad_surface_v3_finetune/labels/train/306.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/306.png,data/yolo/ad_surface_v2/labels/train/306.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/307.png,data/yolo/ad_surface_v3_finetune/labels/train/307.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/307.png,data/yolo/ad_surface_v2/labels/train/307.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/308.png,data/yolo/ad_surface_v3_finetune/labels/train/308.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/308.png,data/yolo/ad_surface_v2/labels/train/308.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/309.png,data/yolo/ad_surface_v3_finetune/labels/train/309.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/309.png,data/yolo/ad_surface_v2/labels/train/309.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/310.png,data/yolo/ad_surface_v3_finetune/labels/train/310.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/310.png,data/yolo/ad_surface_v2/labels/train/310.txt,5,1
train,data/yolo/ad_surface_v3_finetune/images/train/311.png,data/yolo/ad_surface_v3_finetune/labels/train/311.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/311.png,data/yolo/ad_surface_v2/labels/train/311.txt,14,1
train,data/yolo/ad_surface_v3_finetune/images/train/312.png,data/yolo/ad_surface_v3_finetune/labels/train/312.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/312.png,data/yolo/ad_surface_v2/labels/train/312.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/313.png,data/yolo/ad_surface_v3_finetune/labels/train/313.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/313.png,data/yolo/ad_surface_v2/labels/train/313.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/314.png,data/yolo/ad_surface_v3_finetune/labels/train/314.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/314.png,data/yolo/ad_surface_v2/labels/train/314.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/315.png,data/yolo/ad_surface_v3_finetune/labels/train/315.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/315.png,data/yolo/ad_surface_v2/labels/train/315.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/316.png,data/yolo/ad_surface_v3_finetune/labels/train/316.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/316.png,data/yolo/ad_surface_v2/labels/train/316.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/317.png,data/yolo/ad_surface_v3_finetune/labels/train/317.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/317.png,data/yolo/ad_surface_v2/labels/train/317.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/319.png,data/yolo/ad_surface_v3_finetune/labels/train/319.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/319.png,data/yolo/ad_surface_v2/labels/train/319.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/320.png,data/yolo/ad_surface_v3_finetune/labels/train/320.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/320.png,data/yolo/ad_surface_v2/labels/train/320.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/323.png,data/yolo/ad_surface_v3_finetune/labels/train/323.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/323.png,data/yolo/ad_surface_v2/labels/train/323.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/324.png,data/yolo/ad_surface_v3_finetune/labels/train/324.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/324.png,data/yolo/ad_surface_v2/labels/train/324.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/325.png,data/yolo/ad_surface_v3_finetune/labels/train/325.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/325.png,data/yolo/ad_surface_v2/labels/train/325.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/326.png,data/yolo/ad_surface_v3_finetune/labels/train/326.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/326.png,data/yolo/ad_surface_v2/labels/train/326.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/327.png,data/yolo/ad_surface_v3_finetune/labels/train/327.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/327.png,data/yolo/ad_surface_v2/labels/train/327.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/328.png,data/yolo/ad_surface_v3_finetune/labels/train/328.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/328.png,data/yolo/ad_surface_v2/labels/train/328.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/329.png,data/yolo/ad_surface_v3_finetune/labels/train/329.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/329.png,data/yolo/ad_surface_v2/labels/train/329.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/330.png,data/yolo/ad_surface_v3_finetune/labels/train/330.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/330.png,data/yolo/ad_surface_v2/labels/train/330.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/333.png,data/yolo/ad_surface_v3_finetune/labels/train/333.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/333.png,data/yolo/ad_surface_v2/labels/train/333.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/334.png,data/yolo/ad_surface_v3_finetune/labels/train/334.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/334.png,data/yolo/ad_surface_v2/labels/train/334.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/336.png,data/yolo/ad_surface_v3_finetune/labels/train/336.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/336.png,data/yolo/ad_surface_v2/labels/train/336.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/337.png,data/yolo/ad_surface_v3_finetune/labels/train/337.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/337.png,data/yolo/ad_surface_v2/labels/train/337.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/338.png,data/yolo/ad_surface_v3_finetune/labels/train/338.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/338.png,data/yolo/ad_surface_v2/labels/train/338.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/340.png,data/yolo/ad_surface_v3_finetune/labels/train/340.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/340.png,data/yolo/ad_surface_v2/labels/train/340.txt,7,1
train,data/yolo/ad_surface_v3_finetune/images/train/341.png,data/yolo/ad_surface_v3_finetune/labels/train/341.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/341.png,data/yolo/ad_surface_v2/labels/train/341.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/342.png,data/yolo/ad_surface_v3_finetune/labels/train/342.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/342.png,data/yolo/ad_surface_v2/labels/train/342.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/343.png,data/yolo/ad_surface_v3_finetune/labels/train/343.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/343.png,data/yolo/ad_surface_v2/labels/train/343.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/344.png,data/yolo/ad_surface_v3_finetune/labels/train/344.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/344.png,data/yolo/ad_surface_v2/labels/train/344.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/345.png,data/yolo/ad_surface_v3_finetune/labels/train/345.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/345.png,data/yolo/ad_surface_v2/labels/train/345.txt,6,1
train,data/yolo/ad_surface_v3_finetune/images/train/346.png,data/yolo/ad_surface_v3_finetune/labels/train/346.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/346.png,data/yolo/ad_surface_v2/labels/train/346.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/347.png,data/yolo/ad_surface_v3_finetune/labels/train/347.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/347.png,data/yolo/ad_surface_v2/labels/train/347.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/349.png,data/yolo/ad_surface_v3_finetune/labels/train/349.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/349.png,data/yolo/ad_surface_v2/labels/train/349.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/350.png,data/yolo/ad_surface_v3_finetune/labels/train/350.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/350.png,data/yolo/ad_surface_v2/labels/train/350.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/351.png,data/yolo/ad_surface_v3_finetune/labels/train/351.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/351.png,data/yolo/ad_surface_v2/labels/train/351.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/352.png,data/yolo/ad_surface_v3_finetune/labels/train/352.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/352.png,data/yolo/ad_surface_v2/labels/train/352.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/353.png,data/yolo/ad_surface_v3_finetune/labels/train/353.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/353.png,data/yolo/ad_surface_v2/labels/train/353.txt,11,1
train,data/yolo/ad_surface_v3_finetune/images/train/354.png,data/yolo/ad_surface_v3_finetune/labels/train/354.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/354.png,data/yolo/ad_surface_v2/labels/train/354.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/355.png,data/yolo/ad_surface_v3_finetune/labels/train/355.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/355.png,data/yolo/ad_surface_v2/labels/train/355.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/356.png,data/yolo/ad_surface_v3_finetune/labels/train/356.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/356.png,data/yolo/ad_surface_v2/labels/train/356.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/357.png,data/yolo/ad_surface_v3_finetune/labels/train/357.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/357.png,data/yolo/ad_surface_v2/labels/train/357.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/358.png,data/yolo/ad_surface_v3_finetune/labels/train/358.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/358.png,data/yolo/ad_surface_v2/labels/train/358.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/359.png,data/yolo/ad_surface_v3_finetune/labels/train/359.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/359.png,data/yolo/ad_surface_v2/labels/train/359.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/361.png,data/yolo/ad_surface_v3_finetune/labels/train/361.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/361.png,data/yolo/ad_surface_v2/labels/train/361.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/362.png,data/yolo/ad_surface_v3_finetune/labels/train/362.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/362.png,data/yolo/ad_surface_v2/labels/train/362.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/363.png,data/yolo/ad_surface_v3_finetune/labels/train/363.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/363.png,data/yolo/ad_surface_v2/labels/train/363.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/364.png,data/yolo/ad_surface_v3_finetune/labels/train/364.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/364.png,data/yolo/ad_surface_v2/labels/train/364.txt,6,1
train,data/yolo/ad_surface_v3_finetune/images/train/365.png,data/yolo/ad_surface_v3_finetune/labels/train/365.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/365.png,data/yolo/ad_surface_v2/labels/train/365.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/366.png,data/yolo/ad_surface_v3_finetune/labels/train/366.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/366.png,data/yolo/ad_surface_v2/labels/train/366.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/367.png,data/yolo/ad_surface_v3_finetune/labels/train/367.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/367.png,data/yolo/ad_surface_v2/labels/train/367.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/368.png,data/yolo/ad_surface_v3_finetune/labels/train/368.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/368.png,data/yolo/ad_surface_v2/labels/train/368.txt,4,1
train,data/yolo/ad_surface_v3_finetune/images/train/369.png,data/yolo/ad_surface_v3_finetune/labels/train/369.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/369.png,data/yolo/ad_surface_v2/labels/train/369.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/370.png,data/yolo/ad_surface_v3_finetune/labels/train/370.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/370.png,data/yolo/ad_surface_v2/labels/train/370.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/371.png,data/yolo/ad_surface_v3_finetune/labels/train/371.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/371.png,data/yolo/ad_surface_v2/labels/train/371.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/372.png,data/yolo/ad_surface_v3_finetune/labels/train/372.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/372.png,data/yolo/ad_surface_v2/labels/train/372.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/373.png,data/yolo/ad_surface_v3_finetune/labels/train/373.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/373.png,data/yolo/ad_surface_v2/labels/train/373.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/375.png,data/yolo/ad_surface_v3_finetune/labels/train/375.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/375.png,data/yolo/ad_surface_v2/labels/train/375.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/376.png,data/yolo/ad_surface_v3_finetune/labels/train/376.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/376.png,data/yolo/ad_surface_v2/labels/train/376.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/378.png,data/yolo/ad_surface_v3_finetune/labels/train/378.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/378.png,data/yolo/ad_surface_v2/labels/train/378.txt,3,1
train,data/yolo/ad_surface_v3_finetune/images/train/380.png,data/yolo/ad_surface_v3_finetune/labels/train/380.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/380.png,data/yolo/ad_surface_v2/labels/train/380.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/381.png,data/yolo/ad_surface_v3_finetune/labels/train/381.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/381.png,data/yolo/ad_surface_v2/labels/train/381.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/383.png,data/yolo/ad_surface_v3_finetune/labels/train/383.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/383.png,data/yolo/ad_surface_v2/labels/train/383.txt,1,1
train,data/yolo/ad_surface_v3_finetune/images/train/385.png,data/yolo/ad_surface_v3_finetune/labels/train/385.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/385.png,data/yolo/ad_surface_v2/labels/train/385.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/386.png,data/yolo/ad_surface_v3_finetune/labels/train/386.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/386.png,data/yolo/ad_surface_v2/labels/train/386.txt,2,1
train,data/yolo/ad_surface_v3_finetune/images/train/387.png,data/yolo/ad_surface_v3_finetune/labels/train/387.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/387.png,data/yolo/ad_surface_v2/labels/train/387.txt,0,0
train,data/yolo/ad_surface_v3_finetune/images/train/390.png,data/yolo/ad_surface_v3_finetune/labels/train/390.txt,ad_surface_v2,train,data/yolo/ad_surface_v2/images/train/390.png,data/yolo/ad_surface_v2/labels/train/390.txt,4,1
